PAC,SHO,PAS,DRI,DEF,PHY,DIV,HAN,KIC,REF,SPE,POS,WF,Skill,Position,Rtg,Rarity
66.0,60.0,57.0,63.0,33.0,69.0,,,,,,,4,3,Attacker,65,Silver
85.0,61.0,58.0,69.0,29.0,60.0,,,,,,,2,3,Midfielder,65,Silver
85.0,62.0,58.0,64.0,31.0,68.0,,,,,,,2,2,Attacker,65,Silver
78.0,65.0,47.0,62.0,34.0,71.0,,,,,,,5,2,Attacker,65,Silver
78.0,65.0,47.0,62.0,34.0,71.0,,,,,,,5,2,Attacker,65,Silver
89.0,30.0,54.0,62.0,60.0,64.0,,,,,,,2,2,Defender,65,Silver
59.0,30.0,45.0,45.0,65.0,70.0,,,,,,,2,2,Defender,65,Silver
59.0,30.0,45.0,45.0,65.0,70.0,,,,,,,2,2,Defender,65,Silver
81.0,58.0,55.0,68.0,33.0,62.0,,,,,,,3,4,Attacker,65,Silver
78.0,61.0,61.0,65.0,46.0,75.0,,,,,,,2,3,Attacker,65,Silver
75.0,37.0,58.0,65.0,59.0,70.0,,,,,,,3,3,Defender,65,Silver
72.0,38.0,52.0,65.0,60.0,66.0,,,,,,,4,3,Defender,65,Silver
79.0,28.0,49.0,47.0,64.0,75.0,,,,,,,3,2,Defender,65,Silver
62.0,65.0,49.0,60.0,34.0,75.0,,,,,,,3,2,Attacker,65,Silver
62.0,65.0,49.0,60.0,34.0,75.0,,,,,,,3,2,Attacker,65,Silver
33.0,27.0,50.0,50.0,65.0,66.0,,,,,,,3,2,Defender,65,Silver
82.0,59.0,63.0,70.0,34.0,68.0,,,,,,,4,4,Attacker,65,Silver
43.0,23.0,50.0,37.0,63.0,75.0,,,,,,,3,2,Defender,65,Silver
75.0,61.0,57.0,66.0,35.0,75.0,,,,,,,3,3,Attacker,65,Silver
80.0,33.0,51.0,67.0,58.0,63.0,,,,,,,3,3,Defender,65,Silver
45.0,40.0,44.0,42.0,64.0,76.0,,,,,,,3,2,Defender,65,Silver
76.0,63.0,58.0,66.0,40.0,71.0,,,,,,,3,3,Midfielder,65,Silver
76.0,63.0,58.0,66.0,40.0,71.0,,,,,,,3,3,Midfielder,65,Silver
86.0,60.0,56.0,71.0,24.0,45.0,,,,,,,4,4,Midfielder,65,Silver
64.0,57.0,62.0,60.0,60.0,72.0,,,,,,,3,2,Defender,65,Silver
69.0,64.0,41.0,63.0,22.0,65.0,,,,,,,3,2,Attacker,65,Silver
63.0,27.0,50.0,48.0,66.0,67.0,,,,,,,3,2,Defender,65,Silver
65.0,45.0,55.0,63.0,60.0,61.0,,,,,,,3,2,Defender,65,Silver
38.0,34.0,51.0,47.0,65.0,74.0,,,,,,,3,2,Defender,65,Silver
61.0,62.0,67.0,67.0,57.0,62.0,,,,,,,4,3,Midfielder,65,Silver
61.0,62.0,67.0,67.0,57.0,62.0,,,,,,,4,3,Midfielder,65,Silver
71.0,64.0,63.0,67.0,50.0,58.0,,,,,,,4,3,Attacker,65,Silver
71.0,64.0,63.0,67.0,50.0,58.0,,,,,,,4,3,Attacker,65,Silver
66.0,64.0,61.0,65.0,30.0,61.0,,,,,,,4,3,Attacker,65,Silver
41.0,66.0,64.0,67.0,29.0,66.0,,,,,,,3,3,Attacker,65,Silver
41.0,66.0,64.0,67.0,29.0,66.0,,,,,,,3,3,Attacker,65,Silver
74.0,54.0,60.0,66.0,36.0,56.0,,,,,,,3,3,Midfielder,65,Silver
74.0,54.0,60.0,66.0,36.0,56.0,,,,,,,3,3,Midfielder,65,Silver
58.0,36.0,49.0,52.0,65.0,72.0,,,,,,,3,2,Defender,65,Silver
63.0,43.0,57.0,62.0,63.0,71.0,,,,,,,2,2,Midfielder,65,Silver
65.0,42.0,53.0,57.0,63.0,74.0,,,,,,,3,2,Midfielder,65,Silver
65.0,42.0,53.0,57.0,63.0,74.0,,,,,,,3,2,Midfielder,65,Silver
69.0,34.0,54.0,60.0,59.0,73.0,,,,,,,3,2,Defender,65,Silver
74.0,61.0,59.0,66.0,32.0,64.0,,,,,,,4,3,Midfielder,65,Silver
81.0,60.0,59.0,64.0,64.0,56.0,,,,,,,3,3,Attacker,65,Silver
58.0,38.0,49.0,53.0,66.0,70.0,,,,,,,3,2,Defender,65,Silver
58.0,38.0,49.0,53.0,66.0,70.0,,,,,,,3,2,Defender,65,Silver
77.0,35.0,58.0,56.0,62.0,75.0,,,,,,,2,2,Defender,65,Silver
77.0,35.0,58.0,56.0,62.0,75.0,,,,,,,2,2,Defender,65,Silver
81.0,59.0,58.0,67.0,43.0,58.0,,,,,,,3,3,Midfielder,65,Silver
81.0,59.0,58.0,67.0,43.0,58.0,,,,,,,3,3,Midfielder,65,Silver
62.0,30.0,48.0,51.0,64.0,81.0,,,,,,,4,2,Defender,65,Silver
73.0,41.0,51.0,62.0,61.0,71.0,,,,,,,3,2,Defender,65,Silver
70.0,56.0,61.0,60.0,62.0,71.0,,,,,,,4,2,Midfielder,65,Silver
53.0,37.0,46.0,49.0,64.0,70.0,,,,,,,3,2,Defender,65,Silver
82.0,61.0,55.0,66.0,25.0,68.0,,,,,,,3,3,Midfielder,65,Silver
72.0,36.0,52.0,62.0,65.0,69.0,,,,,,,5,2,Defender,65,Silver
58.0,46.0,62.0,63.0,65.0,73.0,,,,,,,3,2,Midfielder,65,Silver
58.0,46.0,62.0,63.0,65.0,73.0,,,,,,,3,2,Midfielder,65,Silver
75.0,57.0,63.0,67.0,46.0,53.0,,,,,,,3,3,Midfielder,65,Silver
75.0,57.0,63.0,67.0,46.0,53.0,,,,,,,3,3,Midfielder,65,Silver
65.0,32.0,53.0,53.0,65.0,71.0,,,,,,,3,2,Defender,65,Silver
77.0,50.0,59.0,64.0,61.0,63.0,,,,,,,3,2,Defender,65,Silver
77.0,50.0,59.0,64.0,61.0,63.0,,,,,,,3,2,Defender,65,Silver
66.0,63.0,59.0,67.0,29.0,48.0,,,,,,,4,3,Attacker,65,Silver
61.0,33.0,52.0,49.0,66.0,66.0,,,,,,,3,2,Defender,65,Silver
61.0,33.0,52.0,49.0,66.0,66.0,,,,,,,3,2,Defender,65,Silver
65.0,62.0,50.0,62.0,30.0,69.0,,,,,,,3,2,Attacker,65,Silver
65.0,62.0,50.0,62.0,30.0,69.0,,,,,,,3,2,Attacker,65,Silver
63.0,54.0,63.0,65.0,65.0,69.0,,,,,,,2,3,Midfielder,65,Silver
77.0,26.0,53.0,56.0,62.0,66.0,,,,,,,2,2,Defender,65,Silver
65.0,29.0,50.0,42.0,62.0,74.0,,,,,,,3,2,Defender,65,Silver
69.0,59.0,64.0,61.0,63.0,52.0,,,,,,,3,2,Midfielder,65,Silver
56.0,31.0,44.0,48.0,67.0,66.0,,,,,,,4,2,Defender,65,Silver
56.0,31.0,44.0,48.0,67.0,66.0,,,,,,,4,2,Defender,65,Silver
62.0,43.0,59.0,63.0,63.0,64.0,,,,,,,3,2,Defender,65,Silver
80.0,43.0,54.0,67.0,59.0,57.0,,,,,,,3,2,Defender,65,Silver
78.0,62.0,61.0,67.0,44.0,60.0,,,,,,,3,3,Midfielder,65,Silver
62.0,36.0,48.0,53.0,66.0,70.0,,,,,,,2,2,Defender,65,Silver
77.0,58.0,61.0,69.0,27.0,47.0,,,,,,,5,4,Midfielder,65,Silver
77.0,58.0,61.0,69.0,27.0,47.0,,,,,,,5,4,Midfielder,65,Silver
53.0,24.0,42.0,50.0,64.0,76.0,,,,,,,3,2,Defender,65,Silver
80.0,60.0,61.0,66.0,37.0,55.0,,,,,,,2,3,Midfielder,65,Silver
80.0,60.0,61.0,66.0,37.0,55.0,,,,,,,2,3,Midfielder,65,Silver
63.0,56.0,63.0,66.0,44.0,37.0,,,,,,,2,3,Midfielder,65,Silver
72.0,58.0,60.0,65.0,29.0,54.0,,,,,,,3,2,Midfielder,65,Silver
76.0,64.0,57.0,70.0,29.0,54.0,,,,,,,2,3,Midfielder,65,Silver
73.0,61.0,53.0,71.0,26.0,59.0,,,,,,,3,3,Attacker,65,Silver
54.0,46.0,57.0,63.0,65.0,59.0,,,,,,,3,3,Midfielder,65,Silver
72.0,45.0,53.0,63.0,60.0,65.0,,,,,,,3,3,Defender,65,Silver
90.0,55.0,54.0,70.0,32.0,59.0,,,,,,,2,3,Attacker,65,Silver
68.0,56.0,57.0,60.0,63.0,70.0,,,,,,,3,2,Defender,65,Silver
54.0,28.0,50.0,51.0,65.0,76.0,,,,,,,3,2,Defender,65,Silver
54.0,28.0,50.0,51.0,65.0,76.0,,,,,,,3,2,Defender,65,Silver
55.0,63.0,67.0,69.0,38.0,59.0,,,,,,,3,3,Midfielder,65,Silver
65.0,66.0,49.0,60.0,21.0,63.0,,,,,,,3,2,Attacker,65,Silver
62.0,63.0,64.0,67.0,32.0,61.0,,,,,,,3,3,Midfielder,65,Silver
61.0,47.0,55.0,62.0,63.0,68.0,,,,,,,3,2,Defender,65,Silver
61.0,47.0,55.0,62.0,63.0,68.0,,,,,,,3,2,Defender,65,Silver
53.0,44.0,53.0,50.0,62.0,76.0,,,,,,,2,2,Defender,65,Silver
65.0,40.0,53.0,52.0,64.0,72.0,,,,,,,3,2,Defender,65,Silver
65.0,46.0,67.0,64.0,57.0,69.0,,,,,,,3,2,Midfielder,65,Silver
52.0,35.0,39.0,39.0,65.0,70.0,,,,,,,2,2,Defender,65,Silver
74.0,49.0,58.0,64.0,62.0,69.0,,,,,,,3,3,Midfielder,65,Silver
73.0,63.0,60.0,67.0,28.0,61.0,,,,,,,3,3,Midfielder,65,Silver
73.0,63.0,60.0,67.0,28.0,61.0,,,,,,,3,3,Midfielder,65,Silver
72.0,38.0,58.0,61.0,61.0,64.0,,,,,,,4,3,Defender,65,Silver
78.0,59.0,59.0,66.0,39.0,64.0,,,,,,,4,2,Midfielder,65,Silver
72.0,30.0,61.0,66.0,59.0,65.0,,,,,,,2,3,Defender,65,Silver
72.0,30.0,61.0,66.0,59.0,65.0,,,,,,,2,3,Defender,65,Silver
51.0,26.0,43.0,47.0,65.0,70.0,,,,,,,3,2,Defender,65,Silver
74.0,45.0,53.0,62.0,64.0,65.0,,,,,,,3,2,Defender,65,Silver
64.0,43.0,58.0,61.0,63.0,73.0,,,,,,,2,2,Defender,65,Silver
70.0,62.0,64.0,65.0,47.0,67.0,,,,,,,3,3,Midfielder,65,Silver
80.0,60.0,58.0,66.0,34.0,57.0,,,,,,,3,3,Midfielder,65,Silver
85.0,60.0,56.0,65.0,21.0,53.0,,,,,,,4,3,Attacker,65,Silver
85.0,60.0,56.0,65.0,21.0,53.0,,,,,,,4,3,Attacker,65,Silver
85.0,60.0,56.0,65.0,21.0,53.0,,,,,,,4,3,Attacker,65,Silver
88.0,60.0,55.0,69.0,28.0,54.0,,,,,,,3,3,Midfielder,65,Silver
88.0,60.0,55.0,69.0,28.0,54.0,,,,,,,3,3,Midfielder,65,Silver
68.0,33.0,58.0,59.0,61.0,63.0,,,,,,,3,2,Defender,65,Silver
54.0,24.0,34.0,39.0,64.0,71.0,,,,,,,3,2,Defender,65,Silver
88.0,58.0,55.0,66.0,47.0,64.0,,,,,,,2,2,Midfielder,65,Silver
49.0,52.0,59.0,58.0,60.0,72.0,,,,,,,3,2,Midfielder,65,Silver
74.0,56.0,62.0,64.0,59.0,70.0,,,,,,,4,3,Defender,65,Silver
74.0,56.0,62.0,64.0,59.0,70.0,,,,,,,4,3,Defender,65,Silver
61.0,55.0,63.0,67.0,62.0,68.0,,,,,,,3,3,Midfielder,65,Silver
62.0,63.0,43.0,61.0,32.0,78.0,,,,,,,2,2,Attacker,65,Silver
62.0,63.0,43.0,61.0,32.0,78.0,,,,,,,2,2,Attacker,65,Silver
65.0,63.0,66.0,70.0,43.0,66.0,,,,,,,4,3,Midfielder,65,Silver
30.0,67.0,61.0,60.0,28.0,70.0,,,,,,,2,3,Attacker,65,Silver
60.0,49.0,59.0,60.0,63.0,72.0,,,,,,,3,2,Midfielder,65,Silver
65.0,58.0,63.0,65.0,53.0,61.0,,,,,,,3,2,Midfielder,65,Silver
74.0,58.0,62.0,69.0,58.0,68.0,,,,,,,4,3,Midfielder,65,Silver
67.0,66.0,51.0,66.0,37.0,61.0,,,,,,,3,3,Attacker,65,Silver
78.0,62.0,60.0,67.0,39.0,60.0,,,,,,,3,3,Midfielder,65,Silver
78.0,62.0,60.0,67.0,39.0,60.0,,,,,,,3,3,Midfielder,65,Silver
87.0,57.0,57.0,62.0,58.0,65.0,,,,,,,3,2,Defender,65,Silver
82.0,41.0,64.0,71.0,59.0,65.0,,,,,,,3,3,Midfielder,65,Silver
81.0,31.0,59.0,63.0,58.0,58.0,,,,,,,2,2,Defender,65,Silver
61.0,59.0,63.0,67.0,62.0,67.0,,,,,,,2,2,Midfielder,65,Silver
56.0,48.0,62.0,55.0,66.0,71.0,,,,,,,3,2,Defender,65,Silver
72.0,62.0,64.0,67.0,41.0,53.0,,,,,,,3,3,Midfielder,65,Silver
72.0,62.0,64.0,67.0,41.0,53.0,,,,,,,3,3,Midfielder,65,Silver
72.0,62.0,64.0,67.0,41.0,53.0,,,,,,,3,3,Midfielder,65,Silver
72.0,66.0,53.0,64.0,44.0,72.0,,,,,,,3,3,Attacker,65,Silver
60.0,32.0,48.0,44.0,66.0,72.0,,,,,,,2,2,Defender,65,Silver
60.0,32.0,48.0,44.0,66.0,72.0,,,,,,,2,2,Defender,65,Silver
79.0,35.0,52.0,60.0,61.0,68.0,,,,,,,3,2,Defender,65,Silver
79.0,35.0,52.0,60.0,61.0,68.0,,,,,,,3,2,Defender,65,Silver
65.0,46.0,54.0,54.0,63.0,75.0,,,,,,,3,2,Defender,65,Silver
77.0,62.0,58.0,68.0,31.0,55.0,,,,,,,3,2,Attacker,65,Silver
77.0,62.0,58.0,68.0,31.0,55.0,,,,,,,3,2,Attacker,65,Silver
36.0,36.0,45.0,37.0,65.0,71.0,,,,,,,2,2,Defender,65,Silver
72.0,57.0,66.0,68.0,62.0,60.0,,,,,,,3,3,Midfielder,65,Silver
59.0,66.0,47.0,59.0,27.0,75.0,,,,,,,3,2,Attacker,65,Silver
75.0,35.0,49.0,61.0,61.0,64.0,,,,,,,3,2,Defender,65,Silver
74.0,37.0,57.0,63.0,59.0,68.0,,,,,,,4,2,Defender,65,Silver
65.0,40.0,54.0,56.0,65.0,72.0,,,,,,,3,2,Defender,65,Silver
67.0,62.0,67.0,65.0,52.0,67.0,,,,,,,2,3,Midfielder,65,Silver
64.0,30.0,56.0,50.0,65.0,69.0,,,,,,,2,2,Defender,65,Silver
71.0,65.0,60.0,68.0,41.0,67.0,,,,,,,3,4,Attacker,65,Silver
71.0,56.0,65.0,68.0,38.0,55.0,,,,,,,3,3,Attacker,65,Silver
73.0,65.0,61.0,68.0,30.0,59.0,,,,,,,3,3,Attacker,65,Silver
68.0,58.0,61.0,70.0,28.0,38.0,,,,,,,3,3,Midfielder,65,Silver
75.0,57.0,61.0,70.0,27.0,58.0,,,,,,,3,3,Attacker,65,Silver
72.0,64.0,56.0,62.0,34.0,63.0,,,,,,,3,2,Attacker,65,Silver
71.0,65.0,54.0,58.0,31.0,73.0,,,,,,,2,2,Attacker,65,Silver
56.0,43.0,47.0,53.0,65.0,76.0,,,,,,,2,2,Defender,65,Silver
61.0,29.0,44.0,50.0,63.0,72.0,,,,,,,3,2,Defender,65,Silver
56.0,44.0,66.0,56.0,63.0,54.0,,,,,,,4,2,Midfielder,65,Silver
56.0,44.0,66.0,56.0,63.0,54.0,,,,,,,4,2,Midfielder,65,Silver
37.0,30.0,41.0,47.0,64.0,77.0,,,,,,,3,2,Defender,65,Silver
37.0,30.0,41.0,47.0,64.0,77.0,,,,,,,3,2,Defender,65,Silver
77.0,29.0,57.0,56.0,59.0,63.0,,,,,,,3,2,Defender,65,Silver
88.0,57.0,56.0,69.0,33.0,58.0,,,,,,,3,3,Midfielder,65,Silver
42.0,51.0,61.0,59.0,65.0,71.0,,,,,,,3,2,Defender,65,Silver
42.0,51.0,61.0,59.0,65.0,71.0,,,,,,,3,2,Defender,65,Silver
86.0,54.0,57.0,64.0,58.0,68.0,,,,,,,3,3,Defender,65,Silver
71.0,49.0,63.0,68.0,31.0,49.0,,,,,,,2,3,Midfielder,65,Silver
71.0,32.0,51.0,53.0,65.0,71.0,,,,,,,4,2,Defender,65,Silver
77.0,63.0,45.0,62.0,21.0,58.0,,,,,,,3,2,Attacker,65,Silver
75.0,53.0,59.0,70.0,30.0,37.0,,,,,,,4,3,Attacker,65,Silver
75.0,53.0,59.0,70.0,30.0,37.0,,,,,,,4,3,Attacker,65,Silver
54.0,61.0,60.0,61.0,60.0,78.0,,,,,,,3,3,Midfielder,65,Silver
54.0,61.0,60.0,61.0,60.0,78.0,,,,,,,3,3,Midfielder,65,Silver
73.0,55.0,61.0,69.0,30.0,58.0,,,,,,,3,3,Midfielder,65,Silver
73.0,55.0,61.0,69.0,30.0,58.0,,,,,,,3,3,Midfielder,65,Silver
88.0,57.0,58.0,62.0,46.0,77.0,,,,,,,3,2,Midfielder,65,Silver
61.0,32.0,41.0,46.0,60.0,87.0,,,,,,,3,2,Defender,65,Silver
61.0,32.0,41.0,46.0,60.0,87.0,,,,,,,3,2,Defender,65,Silver
53.0,35.0,45.0,38.0,65.0,74.0,,,,,,,3,2,Defender,65,Silver
66.0,38.0,55.0,62.0,63.0,67.0,,,,,,,3,2,Midfielder,65,Silver
77.0,57.0,66.0,69.0,46.0,60.0,,,,,,,4,3,Midfielder,65,Silver
77.0,57.0,66.0,69.0,46.0,60.0,,,,,,,4,3,Midfielder,65,Silver
86.0,66.0,56.0,64.0,38.0,62.0,,,,,,,2,3,Midfielder,65,Silver
74.0,65.0,63.0,66.0,50.0,74.0,,,,,,,3,3,Midfielder,65,Silver
79.0,58.0,60.0,64.0,21.0,60.0,,,,,,,3,3,Midfielder,65,Silver
79.0,58.0,60.0,64.0,21.0,60.0,,,,,,,3,3,Midfielder,65,Silver
68.0,31.0,44.0,49.0,63.0,69.0,,,,,,,2,2,Defender,65,Silver
76.0,62.0,60.0,66.0,43.0,64.0,,,,,,,3,3,Attacker,65,Silver
58.0,47.0,57.0,58.0,62.0,73.0,,,,,,,2,2,Midfielder,65,Silver
56.0,32.0,46.0,50.0,64.0,71.0,,,,,,,3,2,Defender,65,Silver
63.0,63.0,49.0,63.0,26.0,77.0,,,,,,,3,3,Attacker,65,Silver
66.0,56.0,64.0,68.0,59.0,73.0,,,,,,,3,3,Midfielder,65,Silver
60.0,67.0,62.0,68.0,26.0,58.0,,,,,,,4,3,Midfielder,65,Silver
70.0,59.0,63.0,63.0,64.0,62.0,,,,,,,3,2,Midfielder,65,Silver
63.0,29.0,52.0,60.0,66.0,67.0,,,,,,,2,2,Midfielder,65,Silver
70.0,44.0,60.0,63.0,61.0,70.0,,,,,,,3,3,Midfielder,65,Silver
67.0,43.0,53.0,64.0,63.0,68.0,,,,,,,2,3,Defender,65,Silver
70.0,61.0,64.0,64.0,66.0,69.0,,,,,,,3,2,Midfielder,65,Silver
81.0,61.0,62.0,64.0,59.0,69.0,,,,,,,4,3,Attacker,65,Silver
81.0,61.0,62.0,64.0,59.0,69.0,,,,,,,4,3,Attacker,65,Silver
66.0,36.0,46.0,51.0,64.0,71.0,,,,,,,3,2,Defender,65,Silver
75.0,56.0,62.0,59.0,58.0,68.0,,,,,,,3,2,Defender,65,Silver
68.0,54.0,64.0,64.0,63.0,77.0,,,,,,,4,3,Midfielder,65,Silver
68.0,54.0,64.0,64.0,63.0,77.0,,,,,,,4,3,Midfielder,65,Silver
68.0,54.0,64.0,64.0,63.0,77.0,,,,,,,4,3,Midfielder,65,Silver
71.0,47.0,56.0,61.0,60.0,64.0,,,,,,,3,2,Defender,65,Silver
69.0,49.0,61.0,61.0,64.0,69.0,,,,,,,3,2,Defender,65,Silver
37.0,61.0,59.0,58.0,63.0,79.0,,,,,,,3,2,Midfielder,65,Silver
63.0,57.0,66.0,67.0,41.0,60.0,,,,,,,2,3,Midfielder,65,Silver
62.0,46.0,59.0,58.0,60.0,73.0,,,,,,,3,2,Midfielder,65,Silver
69.0,37.0,52.0,61.0,64.0,60.0,,,,,,,3,2,Defender,65,Silver
84.0,63.0,57.0,65.0,33.0,67.0,,,,,,,2,3,Midfielder,65,Silver
61.0,63.0,42.0,59.0,20.0,79.0,,,,,,,3,2,Attacker,65,Silver
75.0,58.0,61.0,64.0,34.0,57.0,,,,,,,3,3,Midfielder,65,Silver
71.0,46.0,58.0,63.0,62.0,69.0,,,,,,,2,3,Defender,65,Silver
66.0,58.0,66.0,69.0,51.0,59.0,,,,,,,4,3,Midfielder,65,Silver
73.0,35.0,57.0,61.0,63.0,61.0,,,,,,,3,3,Defender,65,Silver
53.0,52.0,61.0,61.0,62.0,67.0,,,,,,,3,2,Midfielder,65,Silver
70.0,63.0,57.0,67.0,33.0,60.0,,,,,,,4,3,Attacker,65,Silver
64.0,30.0,48.0,57.0,65.0,72.0,,,,,,,3,2,Defender,65,Silver
71.0,30.0,51.0,60.0,60.0,67.0,,,,,,,3,2,Defender,65,Silver
71.0,30.0,51.0,60.0,60.0,67.0,,,,,,,3,2,Defender,65,Silver
73.0,53.0,63.0,63.0,54.0,65.0,,,,,,,3,3,Defender,65,Silver
66.0,67.0,49.0,58.0,35.0,66.0,,,,,,,3,2,Attacker,65,Silver
62.0,57.0,63.0,68.0,53.0,64.0,,,,,,,4,3,Midfielder,65,Silver
74.0,56.0,58.0,68.0,40.0,58.0,,,,,,,3,3,Midfielder,65,Silver
74.0,56.0,58.0,68.0,40.0,58.0,,,,,,,3,3,Midfielder,65,Silver
56.0,44.0,60.0,55.0,63.0,69.0,,,,,,,2,2,Midfielder,65,Silver
72.0,51.0,55.0,58.0,61.0,75.0,,,,,,,2,2,Defender,65,Silver
79.0,49.0,64.0,72.0,49.0,55.0,,,,,,,3,3,Midfielder,65,Silver
72.0,31.0,56.0,63.0,63.0,50.0,,,,,,,2,2,Defender,65,Silver
52.0,38.0,44.0,44.0,63.0,80.0,,,,,,,3,2,Defender,65,Silver
78.0,53.0,60.0,68.0,60.0,66.0,,,,,,,3,3,Midfielder,65,Silver
58.0,31.0,52.0,58.0,66.0,63.0,,,,,,,2,3,Defender,65,Silver
58.0,31.0,52.0,58.0,66.0,63.0,,,,,,,2,3,Defender,65,Silver
79.0,58.0,55.0,62.0,44.0,79.0,,,,,,,3,3,Attacker,65,Silver
79.0,58.0,55.0,62.0,44.0,79.0,,,,,,,3,3,Attacker,65,Silver
84.0,64.0,53.0,67.0,32.0,65.0,,,,,,,4,3,Attacker,65,Silver
82.0,44.0,54.0,61.0,57.0,56.0,,,,,,,3,2,Defender,65,Silver
82.0,44.0,54.0,61.0,57.0,56.0,,,,,,,3,2,Defender,65,Silver
63.0,61.0,42.0,63.0,26.0,76.0,,,,,,,3,3,Attacker,65,Silver
64.0,67.0,46.0,59.0,34.0,69.0,,,,,,,3,2,Attacker,65,Silver
59.0,39.0,54.0,65.0,63.0,70.0,,,,,,,3,3,Defender,65,Silver
74.0,66.0,58.0,73.0,21.0,47.0,,,,,,,3,3,Attacker,65,Silver
74.0,36.0,58.0,66.0,63.0,62.0,,,,,,,3,2,Midfielder,65,Silver
57.0,37.0,54.0,55.0,66.0,69.0,,,,,,,3,2,Midfielder,65,Silver
74.0,47.0,63.0,64.0,57.0,74.0,,,,,,,2,3,Defender,65,Silver
67.0,64.0,61.0,65.0,48.0,64.0,,,,,,,3,3,Midfielder,65,Silver
65.0,52.0,65.0,67.0,60.0,57.0,,,,,,,4,3,Midfielder,65,Silver
55.0,48.0,49.0,53.0,64.0,73.0,,,,,,,3,2,Defender,65,Silver
56.0,51.0,53.0,55.0,61.0,79.0,,,,,,,2,2,Defender,65,Silver
88.0,61.0,57.0,65.0,43.0,65.0,,,,,,,3,3,Midfielder,65,Silver
58.0,55.0,52.0,54.0,63.0,75.0,,,,,,,2,2,Defender,65,Silver
68.0,52.0,65.0,68.0,62.0,64.0,,,,,,,3,3,Midfielder,65,Silver
73.0,63.0,50.0,65.0,28.0,75.0,,,,,,,3,2,Attacker,65,Silver
72.0,49.0,60.0,64.0,61.0,60.0,,,,,,,3,3,Defender,65,Silver
75.0,65.0,63.0,62.0,54.0,78.0,,,,,,,3,2,Midfielder,65,Silver
75.0,65.0,63.0,62.0,54.0,78.0,,,,,,,3,2,Midfielder,65,Silver
64.0,49.0,58.0,62.0,65.0,70.0,,,,,,,2,2,Defender,65,Silver
53.0,41.0,51.0,57.0,63.0,75.0,,,,,,,4,2,Defender,65,Silver
68.0,40.0,47.0,54.0,65.0,70.0,,,,,,,2,2,Defender,65,Silver
66.0,60.0,61.0,66.0,60.0,71.0,,,,,,,2,2,Midfielder,65,Silver
66.0,64.0,65.0,65.0,60.0,65.0,,,,,,,3,3,Midfielder,65,Silver
58.0,40.0,47.0,51.0,64.0,80.0,,,,,,,3,2,Defender,65,Silver
58.0,40.0,47.0,51.0,64.0,80.0,,,,,,,3,2,Defender,65,Silver
79.0,50.0,61.0,67.0,56.0,64.0,,,,,,,3,3,Defender,65,Silver
64.0,30.0,57.0,52.0,63.0,70.0,,,,,,,3,2,Defender,65,Silver
82.0,62.0,51.0,64.0,26.0,68.0,,,,,,,3,3,Attacker,65,Silver
52.0,29.0,34.0,45.0,64.0,73.0,,,,,,,2,2,Defender,65,Silver
70.0,42.0,52.0,52.0,63.0,69.0,,,,,,,3,2,Defender,65,Silver
80.0,62.0,52.0,64.0,41.0,81.0,,,,,,,4,3,Attacker,65,Silver
79.0,62.0,59.0,70.0,41.0,60.0,,,,,,,3,3,Midfielder,65,Silver
79.0,62.0,59.0,70.0,41.0,60.0,,,,,,,3,3,Midfielder,65,Silver
54.0,27.0,41.0,50.0,64.0,68.0,,,,,,,3,2,Defender,65,Silver
78.0,65.0,48.0,64.0,21.0,72.0,,,,,,,4,3,Attacker,65,Silver
64.0,51.0,58.0,65.0,62.0,72.0,,,,,,,3,3,Midfielder,65,Silver
71.0,58.0,60.0,65.0,62.0,75.0,,,,,,,3,2,Midfielder,65,Silver
77.0,60.0,61.0,68.0,33.0,61.0,,,,,,,3,3,Attacker,65,Silver
64.0,50.0,65.0,67.0,58.0,68.0,,,,,,,3,2,Midfielder,65,Silver
81.0,62.0,56.0,73.0,29.0,41.0,,,,,,,3,3,Midfielder,65,Silver
66.0,52.0,59.0,60.0,61.0,79.0,,,,,,,3,2,Midfielder,65,Silver
58.0,65.0,52.0,58.0,37.0,74.0,,,,,,,3,3,Attacker,65,Silver
73.0,37.0,56.0,61.0,60.0,65.0,,,,,,,3,2,Defender,65,Silver
67.0,55.0,62.0,59.0,62.0,75.0,,,,,,,3,2,Defender,65,Silver
73.0,42.0,51.0,55.0,58.0,75.0,,,,,,,3,2,Defender,65,Silver
73.0,42.0,51.0,55.0,58.0,75.0,,,,,,,3,2,Defender,65,Silver
70.0,55.0,65.0,65.0,45.0,47.0,,,,,,,3,2,Midfielder,65,Silver
78.0,38.0,55.0,64.0,60.0,66.0,,,,,,,3,3,Defender,65,Silver
66.0,61.0,67.0,65.0,53.0,65.0,,,,,,,3,3,Midfielder,65,Silver
83.0,58.0,58.0,69.0,36.0,62.0,,,,,,,3,4,Midfielder,65,Silver
55.0,29.0,41.0,44.0,64.0,75.0,,,,,,,3,2,Defender,65,Silver
79.0,38.0,50.0,64.0,58.0,59.0,,,,,,,3,2,Defender,65,Silver
71.0,25.0,45.0,53.0,64.0,69.0,,,,,,,2,2,Defender,65,Silver
58.0,36.0,52.0,51.0,65.0,69.0,,,,,,,3,2,Defender,65,Silver
45.0,34.0,63.0,59.0,64.0,76.0,,,,,,,3,2,Defender,65,Silver
57.0,59.0,65.0,65.0,59.0,61.0,,,,,,,3,3,Midfielder,65,Silver
